Модель,Год,Город,Поколение,Кузов,"Объем двигателя, л",Пробег,Коробка передач,Привод,Руль,Цвет,Растаможен в Казахстане,Опции,Состояние,Цена
ВАЗ (Lada) Granta 2190,2020,Актобе,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),110 000 км,Механика,Передний привод,Слева,,Да,"литые диски, тонировка, фаркоп, дневные ходовые огни, противотуманки, обогрев зеркал, аудиосистема, bluetooth, MP3, USB, ГУР, ABS, SRS, сигнализация, автозапуск, иммобилайзер, полный электропакет, центрозамок, кондиционер, круиз-контроль, подогрев сидений, парктроники, датчик света, датчик дождя, налог уплачен, техосмотр пройден, вложений не требует",б/у,4200000
ВАЗ (Lada) Granta 2190,2013,Актау,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,,Да,,б/у,2200000
ВАЗ (Lada) Granta 2190,2020,Атырау,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),131 000 км,Механика,Передний привод,Слева,белый,Да,"тонировка, велюр, ГУР, ABS, SRS, центрозамок, кондиционер, вложений не требует",б/у,3650000
ВАЗ (Lada) Granta 2190,2014,Костанай,2011 - 2018 1 поколение,Седан,1.6 (бензин),156 314 км,Механика,Передний привод,Слева,серый металлик,Да,"хрустальная оптика, дневные ходовые огни, противотуманки, корректор фар, обогрев зеркал, комбинированный, аудиосистема, встроенный телефон, bluetooth, USB, ГУР, ABS, SRS, иммобилайзер, центрозамок, бортовой компьютер, налог уплачен, техосмотр пройден",б/у,2700000
ВАЗ (Lada) Granta 2190,2014,Алматы,2011 - 2018 1 поколение,Седан,1.6 (бензин),410 055 км,Механика,Передний привод,Справа,черный,Да,"корректор фар, обогрев зеркал, велюр",б/у,2300000
ВАЗ (Lada) Granta 2190,2018,Алтай,2011 - 2018 1 поколение,Седан,1.6 (бензин),300 000 км,Механика,Передний привод,Слева,белый,Да,,б/у,2000000
ВАЗ (Lada) Granta 2190,2012,Шымкент,2011 - 2018 1 поколение,Седан,1.6 (бензин),124 000 км,Механика,Передний привод,Слева,бежевый,Да,,Аварийная/Не на ходу,1350000
ВАЗ (Lada) Granta 2190,2014,Алматы,2011 - 2018 1 поколение,Седан,1.6 (бензин),489 622 км,Механика,Передний привод,Слева,черный,Да,"велюр, аудиосистема, встроенный телефон, bluetooth, MP3, USB, ГУР, ABS, полный электропакет",б/у,2000000
ВАЗ (Lada) Granta 2190,2018,Уральск,2011 - 2018 1 поколение,Седан,1.6 (бензин),191 500 км,Робот,Передний привод,Слева,,Да,,б/у,3450000
ВАЗ (Lada) Granta 2190,2013,Тараз,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,белый металлик,Да,"багажник, MP3, USB, ГУР, сигнализация, центрозамок, налог уплачен, техосмотр пройден, вложений не требует",б/у,1750000
ВАЗ (Lada) Granta 2190,2014,Усть-Каменогорск,2011 - 2018 1 поколение,Седан,1.6 (бензин),183 000 км,Автомат,Передний привод,Слева,белый металлик,Да,"аудиосистема, bluetooth, CD, CD-чейнджер, MP3, USB, сабвуфер, ГУР, ABS, спортивный режим, сигнализация, автозапуск, камера заднего вида, налог уплачен, техосмотр пройден, вложений не требует",б/у,3350000
ВАЗ (Lada) Granta 2190,2015,Алматы,2011 - 2018 1 поколение,Седан,1.6 (бензин),125 000 км,Механика,Передний привод,Слева,белый металлик,Да,,б/у,2600000
ВАЗ (Lada) Granta 2190,2019,Усть-Каменогорск,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),260 000 км,Механика,Передний привод,Слева,белый,Да,"литые диски, тонировка, ксенон, дневные ходовые огни, противотуманки, корректор фар, обогрев зеркал, аудиосистема, встроенный телефон, bluetooth, USB, ГУР, ABS, сигнализация, автозапуск, центрозамок, кондиционер, бортовой компьютер, парктроники, налог уплачен, техосмотр пройден",б/у,3300000
